,0,1,2
uvrB,808981.0,811003.0,1.0
ybhK,811194.0,812103.0,-1.0
moaA,812499.0,813489.0,1.0
moaB,813510.0,814023.0,1.0
moaC,814025.0,814511.0,1.0
moaD,814503.0,814749.0,1.0
moaE,814750.0,815203.0,1.0
ybhL,815339.0,816044.0,1.0
ybhM,816248.0,816962.0,1.0
ybhN,816997.0,817954.0,-1.0
clsB,817953.0,819195.0,-1.0
ybhP,819191.0,819953.0,-1.0
ybhQ,820085.0,820496.0,1.0
ybhR,820457.0,821564.0,-1.0
ybhS,821574.0,822708.0,-1.0
ybhF,822700.0,824437.0,-1.0
ybhG,824429.0,825428.0,-1.0
ybiH,825427.0,826099.0,-1.0
rhlE,826327.0,827692.0,1.0
ybiA,827923.0,828406.0,-1.0
dinG,828525.0,830676.0,1.0
ybiB,830703.0,831666.0,1.0
ybiC,831806.0,832892.0,1.0
ybiJ,833120.0,833381.0,-1.0
ybiI,833645.0,833912.0,-1.0
ybiX,833985.0,834663.0,-1.0
fiu,834704.0,836987.0,-1.0
mcbA,837251.0,837512.0,-1.0
rlmF,837787.0,838714.0,1.0
ybiO,838710.0,840936.0,-1.0
glnQ,841196.0,841919.0,-1.0
glnP,841915.0,842575.0,-1.0
glnH,842713.0,843460.0,-1.0
dps,843863.0,844367.0,-1.0
rhtA,844665.0,845553.0,-1.0
ompX,845905.0,846421.0,1.0
ybiP,846469.0,848053.0,-1.0
mntS,848324.0,848453.0,-1.0
mntR,848638.0,849106.0,1.0
ybiR,849102.0,850221.0,1.0
ldtB,850279.0,851200.0,-1.0
ybiT,851418.0,853011.0,1.0
ybiU,853251.0,854517.0,-1.0
ybiV,854668.0,855484.0,-1.0
ybiW,855629.0,858062.0,-1.0
ybiY,858067.0,858967.0,-1.0
fsaA,859097.0,859760.0,1.0
moeB,859835.0,860585.0,-1.0
moeA,860584.0,861820.0,-1.0
iaaA,862023.0,862989.0,1.0
gsiA,862975.0,864847.0,1.0
gsiB,864866.0,866405.0,1.0
gsiC,866422.0,867343.0,1.0
gsiD,867345.0,868257.0,1.0
yliE,868434.0,870783.0,1.0
yliF,870790.0,872119.0,1.0
rimO,872165.0,873491.0,-1.0
bssR,873703.0,874087.0,1.0
yliI,874197.0,875313.0,1.0
gstB,875309.0,875936.0,-1.0
dacC,876182.0,877385.0,1.0
deoR,877431.0,878190.0,-1.0
ybjG,878247.0,878844.0,-1.0
mdfA,879128.0,880361.0,1.0
ybjH,880401.0,880686.0,-1.0
ybjI,880771.0,881587.0,-1.0
ybjJ,881586.0,882795.0,-1.0
rcdA,882878.0,883415.0,1.0
ybjL,883589.0,885275.0,-1.0
ybjM,885544.0,885922.0,1.0
grxA,885951.0,886209.0,-1.0
ybjC,886368.0,886656.0,1.0
nfsA,886639.0,887362.0,1.0
rimK,887422.0,888325.0,1.0
ybjN,888412.0,888889.0,1.0
potF,889239.0,890352.0,1.0
potG,890446.0,891580.0,1.0
potH,891589.0,892543.0,1.0
potI,892539.0,893385.0,1.0
ybjO,893444.0,893933.0,1.0
rlmC,893973.0,895101.0,1.0
artJ,895299.0,896031.0,-1.0
artM,896321.0,896990.0,-1.0
artQ,896989.0,897706.0,-1.0
artI,897712.0,898444.0,-1.0
artP,898461.0,899190.0,-1.0
ybjP,899407.0,899923.0,-1.0
ybjQ,900048.0,900372.0,1.0
amiD,900368.0,901199.0,1.0
ybjS,901195.0,902209.0,-1.0
ybjT,902307.0,903738.0,-1.0
ltaE,903748.0,904750.0,-1.0
poxB,904786.0,906505.0,-1.0
hcr,906637.0,907606.0,-1.0
hcp,907617.0,909270.0,-1.0
ybjE,909413.0,910313.0,-1.0
aqpZ,910807.0,911503.0,-1.0
ybjD,911928.0,913587.0,1.0
ybjX,913583.0,914576.0,-1.0
macA,914690.0,915806.0,1.0
macB,915802.0,917749.0,1.0
cspD,917821.0,918046.0,-1.0
clpS,918368.0,918689.0,1.0
clpA,918719.0,920996.0,1.0
infA,921680.0,921899.0,-1.0
aat,922183.0,922888.0,-1.0
cydC,922929.0,924651.0,-1.0
cydD,924651.0,926418.0,-1.0
trxB,926540.0,927506.0,-1.0
lrp,928050.0,928545.0,1.0
ftsK,928679.0,932669.0,1.0
lolA,932827.0,933439.0,1.0
rarA,933449.0,934793.0,1.0
serS,934883.0,936176.0,1.0
dmsA,936414.0,938859.0,1.0
dmsB,938869.0,939487.0,1.0
dmsC,939488.0,940352.0,1.0
ycaC,940386.0,941013.0,-1.0
ycaD,941326.0,942475.0,1.0
ycaM,942684.0,944115.0,1.0
ycaN,944115.0,945024.0,-1.0
ycaK,945123.0,945714.0,1.0
pflA,945795.0,946536.0,-1.0
pflB,946727.0,949010.0,-1.0
focA,949064.0,949922.0,-1.0
ycaO,950327.0,952088.0,-1.0
ycaP,952217.0,952910.0,1.0
serC,953108.0,954197.0,1.0
aroA,954267.0,955551.0,1.0
ycaL,955719.0,956484.0,1.0
cmk,956656.0,957340.0,1.0
rpsA,957450.0,959124.0,1.0
ihfB,959283.0,959568.0,1.0
ycaI,959775.0,962040.0,1.0
msbA,962076.0,963825.0,1.0
lpxK,963821.0,964808.0,1.0
ycaQ,964844.0,966077.0,1.0
ycaR,966128.0,966311.0,1.0
kdsB,966307.0,967054.0,1.0
ycbJ,967207.0,968101.0,1.0
ycbC,968077.0,968857.0,-1.0
smtA,968992.0,969778.0,1.0
mukF,969774.0,971097.0,1.0
mukE,971077.0,971782.0,1.0
mukB,971781.0,976242.0,1.0
ldtD,976502.0,978350.0,1.0
ycbK,978530.0,979079.0,1.0
ycbL,979105.0,979753.0,1.0
aspC,979974.0,981165.0,-1.0
ompF,981349.0,982438.0,-1.0
asnS,983040.0,984441.0,-1.0
pncB,984609.0,985812.0,-1.0
pepN,986077.0,988690.0,1.0
ssuB,988732.0,989500.0,-1.0
ssuC,989496.0,990288.0,-1.0
ssuD,990298.0,991444.0,-1.0
ssuA,991440.0,992400.0,-1.0
ssuE,992392.0,992968.0,-1.0
elfA,993323.0,993863.0,1.0
elfD,993945.0,994647.0,1.0
elfC,994671.0,997272.0,1.0
elfG,997262.0,998333.0,1.0
ycbU,998344.0,998887.0,1.0
ycbV,998894.0,999410.0,1.0
ycbF,999402.0,1000113.0,1.0
pyrD,1000223.0,1001234.0,1.0
zapC,1001407.0,1001950.0,1.0
ycbX,1001946.0,1003056.0,-1.0
rlmL,1003299.0,1005408.0,1.0
uup,1005419.0,1007327.0,1.0
pqiA,1007456.0,1008710.0,1.0
pqiB,1008714.0,1010355.0,1.0
pqiC,1010351.0,1010915.0,1.0
rmf,1011170.0,1011338.0,1.0
fabA,1011407.0,1011926.0,-1.0
ycbZ,1011994.0,1013755.0,-1.0
matP,1013940.0,1014393.0,1.0
ompA,1014468.0,1015509.0,-1.0
sulA,1015865.0,1016375.0,-1.0
sxy,1016593.0,1017223.0,1.0
yccS,1017185.0,1019339.0,-1.0
yccF,1019357.0,1019804.0,-1.0
helD,1019926.0,1021981.0,1.0
mgsA,1022012.0,1022471.0,-1.0
yccT,1022566.0,1023229.0,-1.0
yccU,1023401.0,1023815.0,1.0
hspQ,1023859.0,1024177.0,-1.0
rlmI,1024234.0,1025425.0,-1.0
yccX,1025519.0,1025798.0,1.0
tusE,1025794.0,1026124.0,-1.0
yccA,1026214.0,1026874.0,-1.0
hyaA,1027594.0,1028713.0,1.0
hyaB,1028709.0,1030503.0,1.0
hyaC,1030521.0,1031229.0,1.0
hyaD,1031225.0,1031813.0,1.0
hyaE,1031809.0,1032208.0,1.0
hyaF,1032204.0,1033062.0,1.0
cbdA,1033195.0,1034740.0,1.0
cbdB,1034751.0,1035888.0,1.0
cbdX,1035900.0,1035993.0,1.0
appA,1036072.0,1037371.0,1.0
etk,1037485.0,1039666.0,-1.0
etp,1039685.0,1040132.0,-1.0
gfcE,1040119.0,1041259.0,-1.0
gfcD,1041304.0,1043401.0,-1.0
gfcC,1043400.0,1044147.0,-1.0
gfcB,1044143.0,1044788.0,-1.0
gfcA,1044894.0,1045200.0,-1.0
cspH,1046418.0,1046631.0,-1.0
cspG,1046916.0,1047129.0,1.0
ymcE,1047302.0,1047533.0,1.0
gnsA,1047522.0,1047696.0,1.0
yccM,1047744.0,1048818.0,-1.0
torS,1048889.0,1051634.0,-1.0
torT,1051716.0,1052745.0,1.0
torR,1052717.0,1053410.0,-1.0
torC,1053539.0,1054712.0,1.0
torA,1054711.0,1057258.0,1.0
torD,1057254.0,1057854.0,1.0
cbpM,1058005.0,1058311.0,-1.0
cbpA,1058310.0,1059231.0,-1.0
yccE,1059491.0,1060748.0,1.0
agp,1061040.0,1062282.0,1.0
yccJ,1062319.0,1062547.0,-1.0
wrbA,1062567.0,1063164.0,-1.0
ymdF,1063536.0,1063710.0,1.0
rutG,1063966.0,1065295.0,-1.0
rutF,1065315.0,1065810.0,-1.0
rutE,1065820.0,1066411.0,-1.0
rutD,1066420.0,1067221.0,-1.0
rutC,1067228.0,1067615.0,-1.0
rutB,1067626.0,1068319.0,-1.0
rutA,1068318.0,1069467.0,-1.0
rutR,1069697.0,1070336.0,1.0
putA,1070375.0,1074338.0,-1.0
putP,1074760.0,1076269.0,1.0
efeU,1076811.0,1077641.0,1.0
efeO,1077698.0,1078826.0,1.0
efeB,1078831.0,1080103.0,1.0
phoH,1080447.0,1081512.0,1.0
pgaD,1081561.0,1081975.0,-1.0
pgaC,1081976.0,1083302.0,-1.0
pgaB,1083294.0,1085313.0,-1.0
pgaA,1085321.0,1087745.0,-1.0
ycdT,1088331.0,1089690.0,1.0
ymdE,1090960.0,1091302.0,1.0
ycdU,1091298.0,1092285.0,1.0
ghrA,1093341.0,1094280.0,1.0
ycdX,1094334.0,1095072.0,1.0
ycdY,1095095.0,1095650.0,1.0
ycdZ,1095751.0,1096243.0,1.0
csgG,1096306.0,1097140.0,-1.0
csgF,1097166.0,1097583.0,-1.0
csgE,1097607.0,1097997.0,-1.0
csgD,1098001.0,1098652.0,-1.0
csgB,1099406.0,1099862.0,1.0
csgA,1099902.0,1100358.0,1.0
csgC,1100416.0,1100749.0,1.0
ymdA,1100869.0,1101181.0,1.0
ymdB,1101275.0,1101809.0,1.0
clsC,1101810.0,1103232.0,1.0
opgC,1103239.0,1104397.0,-1.0
opgG,1104790.0,1106326.0,1.0
opgH,1106318.0,1108862.0,1.0
yceK,1109034.0,1109262.0,1.0
msyB,1109262.0,1109637.0,-1.0
mdtG,1109719.0,1110946.0,-1.0
lpxL,1111117.0,1112038.0,-1.0
yceA,1112262.0,1113315.0,1.0
yceI,1113356.0,1113932.0,-1.0
yceJ,1113935.0,1114502.0,-1.0
yceO,1114762.0,1114903.0,-1.0
solA,1114923.0,1116042.0,-1.0
bssS,1116156.0,1116411.0,-1.0
dinI,1116697.0,1116943.0,-1.0
pyrC,1117016.0,1118063.0,-1.0
yceB,1118168.0,1118729.0,-1.0
grxB,1118862.0,1119510.0,-1.0
mdtH,1119573.0,1120782.0,-1.0
rimJ,1121017.0,1121602.0,1.0
yceH,1121612.0,1122260.0,1.0
yceM,1122261.0,1123185.0,1.0
murJ,1123294.0,1124830.0,1.0
flgN,1124869.0,1125286.0,-1.0
flgM,1125290.0,1125584.0,-1.0
flgA,1125659.0,1126319.0,-1.0
flgB,1126473.0,1126890.0,1.0
flgC,1126893.0,1127298.0,1.0
flgD,1127309.0,1128005.0,1.0
flgE,1128029.0,1129238.0,1.0
flgF,1129257.0,1130013.0,1.0
flgG,1130184.0,1130967.0,1.0
flgH,1131019.0,1131718.0,1.0
flgI,1131729.0,1132827.0,1.0
flgJ,1132826.0,1133768.0,1.0
flgK,1133833.0,1135477.0,1.0
flgL,1135488.0,1136442.0,1.0
rne,1136637.0,1139823.0,-1.0
yceQ,1139957.0,1140278.0,1.0
rluC,1140395.0,1141355.0,1.0
yceF,1141466.0,1142051.0,-1.0
yceD,1142249.0,1142771.0,1.0
rpmF,1142822.0,1142996.0,1.0
plsX,1143076.0,1144147.0,1.0
fabH,1144214.0,1145168.0,1.0
fabD,1145183.0,1146113.0,1.0
fabG,1146125.0,1146860.0,1.0
acpP,1147070.0,1147307.0,1.0
fabF,1147394.0,1148636.0,1.0
pabC,1148755.0,1149565.0,1.0
yceG,1149567.0,1150590.0,1.0
tmk,1150579.0,1151221.0,1.0
holB,1151217.0,1152222.0,1.0
ycfH,1152232.0,1153030.0,1.0
ptsG,1153324.0,1154758.0,1.0
fhuE,1154817.0,1157007.0,-1.0
hinT,1157340.0,1157700.0,1.0
ycfL,1157702.0,1158080.0,1.0
lpoB,1158093.0,1158735.0,1.0
thiK,1158715.0,1159540.0,1.0
nagZ,1159550.0,1160576.0,1.0
ycfP,1160598.0,1161141.0,1.0
ndh,1161540.0,1162845.0,1.0
ycfJ,1163054.0,1163594.0,1.0
ycfQ,1163655.0,1164288.0,-1.0
bhsA,1164528.0,1164786.0,1.0
ldtC,1164867.0,1165830.0,-1.0
mfd,1165973.0,1169420.0,-1.0
ycfT,1169547.0,1170621.0,-1.0
lolC,1170882.0,1172082.0,1.0
lolD,1172074.0,1172776.0,1.0
lolE,1172775.0,1174020.0,1.0
nagK,1174048.0,1174960.0,1.0
cobB,1175086.0,1175815.0,1.0
ycfZ,1175934.0,1176723.0,-1.0
ymfA,1176719.0,1177181.0,-1.0
potD,1177238.0,1178285.0,-1.0
potC,1178281.0,1179076.0,-1.0
potB,1179072.0,1179900.0,-1.0
potA,1179913.0,1181050.0,-1.0
pepT,1181299.0,1182526.0,1.0
roxA,1182574.0,1183696.0,-1.0
phoQ,1183771.0,1185232.0,-1.0
phoP,1185231.0,1185903.0,-1.0
purB,1186071.0,1187442.0,-1.0
hflD,1187445.0,1188087.0,-1.0
mnmA,1188122.0,1189229.0,-1.0
nudJ,1189282.0,1189744.0,-1.0
rluE,1189753.0,1190407.0,-1.0
icd,1190578.0,1191829.0,1.0
ymfD,1192322.0,1192988.0,-1.0
ymfE,1192988.0,1193693.0,-1.0
lit,1194150.0,1195044.0,1.0
intE,1195134.0,1196262.0,-1.0
xisE,1196242.0,1196488.0,-1.0
ymfI,1196952.0,1197294.0,1.0
ymfJ,1197231.0,1197540.0,-1.0
cohE,1197714.0,1198389.0,-1.0
croE,1198479.0,1198680.0,1.0
ymfL,1198723.0,1199281.0,1.0
ymfM,1199277.0,1199616.0,1.0
oweE,1199625.0,1199859.0,1.0
aaaE,1199859.0,1200993.0,1.0
ymfR,1201004.0,1201187.0,1.0
beeE,1201186.0,1201598.0,1.0
jayE,1201598.0,1202378.0,1.0
ymfQ,1202368.0,1202953.0,1.0
stfP,1202956.0,1203586.0,1.0
tfaP,1203587.0,1204001.0,1.0
tfaE,1203972.0,1204575.0,-1.0
stfE,1204574.0,1205075.0,-1.0
pinE,1205140.0,1205695.0,1.0
mcrA,1205801.0,1206635.0,1.0
icdC,1206868.0,1207033.0,1.0
iraM,1207135.0,1207459.0,-1.0
ycgX,1208158.0,1208563.0,-1.0
bluR,1208783.0,1209515.0,-1.0
bluF,1209719.0,1210931.0,-1.0
ycgZ,1211244.0,1211481.0,1.0
ymgA,1211523.0,1211796.0,1.0
ariR,1211824.0,1212091.0,1.0
ymgC,1212203.0,1212452.0,1.0
ycgG,1212783.0,1214307.0,1.0
ymgF,1214438.0,1214657.0,1.0
ycgH,1215056.0,1217704.0,1.0
ymgD,1217760.0,1218090.0,-1.0
ymgG,1218099.0,1218444.0,-1.0
ymgI,1218445.0,1218619.0,-1.0
ymgJ,1218719.0,1218905.0,1.0
ycgI,1219019.0,1219363.0,1.0
minE,1219734.0,1220001.0,-1.0
minD,1220004.0,1220817.0,-1.0
minC,1220840.0,1221536.0,-1.0
ycgJ,1222055.0,1222424.0,1.0
pliG,1222526.0,1222928.0,-1.0
ycgL,1223169.0,1223463.0,1.0
ycgM,1223534.0,1224194.0,1.0
ycgN,1224270.0,1224732.0,1.0
hlyE,1224938.0,1225850.0,-1.0
umuD,1226222.0,1226642.0,1.0
umuC,1226641.0,1227910.0,1.0
dsbB,1227955.0,1228486.0,-1.0
nhaB,1228631.0,1230173.0,-1.0
fadR,1230393.0,1231113.0,1.0
ycgB,1231164.0,1232697.0,-1.0
dadA,1233026.0,1234325.0,1.0
dadX,1234334.0,1235405.0,1.0
cvrA,1235790.0,1237527.0,-1.0
ldcA,1237621.0,1238536.0,-1.0
emtA,1238635.0,1239247.0,1.0
ycgR,1239248.0,1239983.0,-1.0
ymgE,1240183.0,1240438.0,1.0
ycgY,1240615.0,1241056.0,1.0
treA,1241134.0,1242832.0,-1.0
dhaM,1243151.0,1244570.0,-1.0
dhaL,1244580.0,1245213.0,-1.0
dhaK,1245223.0,1246294.0,-1.0
dhaR,1246521.0,1248441.0,1.0
ycgV,1248540.0,1251408.0,-1.0
ychF,1252176.0,1253268.0,-1.0
pth,1253384.0,1253969.0,-1.0
ychH,1254246.0,1254525.0,1.0
dauA,1254579.0,1256259.0,-1.0
prs,1256383.0,1257331.0,-1.0
ispE,1257481.0,1258333.0,-1.0
lolB,1258332.0,1258956.0,-1.0
hemA,1259169.0,1260426.0,1.0
prfA,1260467.0,1261550.0,1.0
prmC,1261549.0,1262383.0,1.0
ychQ,1262379.0,1262772.0,1.0
ychA,1262775.0,1263585.0,1.0
kdsA,1263620.0,1264475.0,1.0
ldrA,1264623.0,1264731.0,-1.0
ldrB,1265158.0,1265266.0,-1.0
ldrC,1265693.0,1265801.0,-1.0
chaA,1266204.0,1267305.0,-1.0
chaB,1267574.0,1267805.0,1.0
chaC,1267962.0,1268658.0,1.0
ychN,1268701.0,1269055.0,-1.0
ychO,1269239.0,1270634.0,1.0
narL,1270634.0,1271285.0,-1.0
narX,1271277.0,1273074.0,-1.0
narK,1273412.0,1274804.0,1.0
narG,1275319.0,1279063.0,1.0
narH,1279059.0,1280598.0,1.0
narJ,1280594.0,1281305.0,1.0
narI,1281304.0,1281982.0,1.0
tpr,1282542.0,1282632.0,-1.0
purU,1283237.0,1284080.0,-1.0
ychJ,1284129.0,1284588.0,-1.0
rssA,1284700.0,1285606.0,1.0
rssB,1285697.0,1286711.0,1.0
galU,1286912.0,1287821.0,1.0
hns,1287964.0,1288378.0,-1.0
tdk,1288982.0,1289600.0,1.0
insZ,1289881.0,1290778.0,-1.0
adhE,1290901.0,1293577.0,-1.0
ychE,1294053.0,1294701.0,1.0
oppA,1295438.0,1297070.0,1.0
oppB,1297155.0,1298076.0,1.0
oppC,1298090.0,1298999.0,1.0
oppD,1299010.0,1300024.0,1.0
oppF,1300020.0,1301025.0,1.0
yciU,1301077.0,1301407.0,-1.0
clsA,1301441.0,1302902.0,-1.0
yciY,1303044.0,1303218.0,1.0
kch,1303272.0,1304526.0,-1.0
yciI,1304825.0,1305122.0,-1.0
tonB,1305345.0,1306065.0,1.0
yciA,1306104.0,1306503.0,-1.0
yciB,1306607.0,1307147.0,-1.0
yciC,1307176.0,1307920.0,-1.0
ompW,1308276.0,1308915.0,1.0
yciE,1308974.0,1309481.0,-1.0
yciF,1309526.0,1310027.0,-1.0
yciG,1310112.0,1310292.0,-1.0
trpA,1310672.0,1311479.0,-1.0
trpB,1311478.0,1312672.0,-1.0
trpC,1312683.0,1314045.0,-1.0
trpD,1314045.0,1315641.0,-1.0
trpE,1315640.0,1317203.0,-1.0
trpL,1317294.0,1317339.0,-1.0
yciV,1317476.0,1318358.0,1.0
yciO,1318354.0,1318975.0,1.0
yciQ,1319002.0,1320898.0,1.0
rluB,1321108.0,1321984.0,1.0
btuR,1322023.0,1322614.0,-1.0
yciK,1322610.0,1323369.0,-1.0
sohB,1323588.0,1324638.0,1.0
yciN,1324673.0,1324925.0,-1.0
topA,1325304.0,1327902.0,1.0
cysB,1328111.0,1329086.0,1.0
ymiA,1329380.0,1329545.0,1.0
yciX,1329547.0,1329715.0,1.0
acnA,1330087.0,1332763.0,1.0
ribA,1332826.0,1333417.0,-1.0
pgpB,1333586.0,1334351.0,1.0
yciS,1334499.0,1334808.0,1.0
yciM,1334814.0,1335984.0,1.0
pyrF,1336177.0,1336915.0,1.0
yciH,1336914.0,1337241.0,1.0
osmB,1337366.0,1337585.0,-1.0
yciT,1337853.0,1338603.0,-1.0
yciZ,1338692.0,1338866.0,-1.0
gmr,1339013.0,1340999.0,-1.0
ymiB,1341052.0,1341157.0,1.0
rnb,1341234.0,1343169.0,-1.0
yciW,1343236.0,1344364.0,-1.0
fabI,1344507.0,1345296.0,-1.0
ycjD,1345663.0,1346017.0,-1.0
sapF,1346084.0,1346891.0,-1.0
sapD,1346892.0,1347885.0,-1.0
sapC,1347884.0,1348775.0,-1.0
sapB,1348761.0,1349727.0,-1.0
sapA,1349723.0,1351367.0,-1.0
ymjA,1351679.0,1351925.0,-1.0
puuP,1352058.0,1353444.0,-1.0
puuA,1353746.0,1355165.0,-1.0
puuD,1355376.0,1356141.0,1.0
puuR,1356167.0,1356725.0,1.0
puuC,1356999.0,1358487.0,1.0
puuB,1358488.0,1359769.0,1.0
puuE,1359806.0,1361072.0,1.0
pspF,1361191.0,1362169.0,-1.0
pspA,1362335.0,1363004.0,1.0
pspB,1363057.0,1363282.0,1.0
pspC,1363281.0,1363641.0,1.0
pspD,1363649.0,1363871.0,1.0
pspE,1363945.0,1364260.0,1.0
ycjM,1364472.0,1366152.0,1.0
ycjN,1366165.0,1367458.0,1.0
ycjO,1367478.0,1368360.0,1.0
ycjP,1368346.0,1369189.0,1.0
ycjQ,1369219.0,1370272.0,1.0
ycjR,1370290.0,1371079.0,1.0
ycjS,1371088.0,1372144.0,1.0
ycjT,1372140.0,1374408.0,1.0
ycjU,1374404.0,1375064.0,1.0
ycjV,1375077.0,1376159.0,1.0
ompG,1376203.0,1377109.0,1.0
ycjW,1377219.0,1378218.0,-1.0
ycjX,1378373.0,1379771.0,1.0
ycjF,1379767.0,1380829.0,1.0
tyrR,1380976.0,1382518.0,1.0
tpx,1382561.0,1383068.0,-1.0
ycjG,1383186.0,1384152.0,1.0
mpaA,1384126.0,1384855.0,-1.0
ymjC,1384981.0,1385119.0,-1.0
ymjD,1385124.0,1385190.0,-1.0
ycjY,1385189.0,1386110.0,-1.0
pgrR,1386247.0,1387147.0,1.0
mppA,1387483.0,1389097.0,1.0
ynaI,1389147.0,1390179.0,-1.0
ynaJ,1391621.0,1391879.0,1.0
uspE,1391928.0,1392879.0,-1.0
fnr,1393030.0,1393783.0,-1.0
ogt,1393977.0,1394493.0,-1.0
abgT,1394503.0,1396030.0,-1.0
abgB,1396066.0,1397512.0,-1.0
abgA,1397511.0,1398822.0,-1.0
abgR,1398997.0,1399906.0,1.0
smrA,1400235.0,1400799.0,1.0
ydaM,1400819.0,1402052.0,-1.0
ydaN,1402306.0,1403290.0,1.0
dbpA,1403767.0,1405141.0,1.0
ttcA,1405269.0,1406205.0,-1.0
intR,1406256.0,1407492.0,-1.0
ydaQ,1407493.0,1407709.0,-1.0
rcbA,1407787.0,1407997.0,-1.0
ralR,1407989.0,1408184.0,-1.0
recT,1408240.0,1409050.0,-1.0
recE,1409042.0,1411643.0,-1.0
racC,1411744.0,1412020.0,-1.0
ydaE,1412094.0,1412265.0,-1.0
kilR,1412264.0,1412486.0,-1.0
sieB,1412927.0,1413416.0,1.0
ydaF,1413412.0,1413568.0,-1.0
ydaG,1413578.0,1413713.0,-1.0
racR,1414021.0,1414498.0,-1.0
ydaS,1414621.0,1414918.0,1.0
ydaT,1414940.0,1415363.0,1.0
ydaU,1415375.0,1416233.0,1.0
ydaV,1416239.0,1416986.0,1.0
ydaW,1416957.0,1417457.0,1.0
rzpR,1417457.0,1417901.0,1.0
rzoR,1417656.0,1417842.0,1.0
trkG,1418038.0,1419496.0,1.0
ynaK,1419633.0,1419897.0,1.0
ydaY,1419886.0,1420339.0,1.0
tmpR,1420710.0,1421643.0,1.0
lomR,1421645.0,1423241.0,1.0
stfR,1423305.0,1426668.0,1.0
tfaR,1426667.0,1427243.0,1.0
pinR,1427340.0,1427931.0,-1.0
ynaE,1428247.0,1428481.0,-1.0
ttcC,1429214.0,1429265.0,-1.0
uspF,1429441.0,1429876.0,-1.0
ompN,1430016.0,1431150.0,-1.0
pfo,1431516.0,1435041.0,-1.0
ydbJ,1435314.0,1435581.0,1.0
hslJ,1435577.0,1436000.0,-1.0
ldhA,1436110.0,1437100.0,-1.0
ydbH,1437307.0,1439947.0,1.0
ynbE,1439943.0,1440129.0,1.0
ydbL,1440136.0,1440463.0,1.0
feaR,1440634.0,1441540.0,-1.0
feaB,1441775.0,1443275.0,1.0
tynA,1443332.0,1445606.0,-1.0
paaZ,1445853.0,1447899.0,-1.0
paaA,1448183.0,1449113.0,1.0
paaB,1449124.0,1449412.0,1.0
paaC,1449420.0,1450167.0,1.0
paaD,1450181.0,1450679.0,1.0
paaE,1450686.0,1451757.0,1.0
paaF,1451753.0,1452521.0,1.0
paaG,1452520.0,1453309.0,1.0
paaH,1453310.0,1454738.0,1.0
paaI,1454727.0,1455150.0,1.0
paaJ,1455149.0,1456355.0,1.0
paaK,1456381.0,1457695.0,1.0
paaX,1457795.0,1458746.0,1.0
paaY,1458727.0,1459318.0,1.0
ynbG,1459421.0,1459487.0,-1.0
ydbA,1459648.0,1468270.0,1.0
ydbC,1468477.0,1469338.0,1.0
ydbD,1469400.0,1471707.0,1.0
ynbA,1471877.0,1472483.0,1.0
ynbB,1472482.0,1473379.0,1.0
ynbC,1473394.0,1475152.0,1.0
ynbD,1475165.0,1476458.0,1.0
azoR,1476511.0,1477117.0,-1.0
hrpA,1477317.0,1481220.0,1.0
ydcF,1481491.0,1482292.0,1.0
aldA,1482488.0,1483928.0,1.0
gapC,1483969.0,1484970.0,-1.0
cybB,1485158.0,1485689.0,1.0
ydcA,1485933.0,1486107.0,1.0
hokB,1486178.0,1486328.0,-1.0
mokB,1486218.0,1486386.0,-1.0
trg,1486726.0,1488367.0,1.0
ydcI,1488404.0,1489328.0,-1.0
ydcJ,1489544.0,1490888.0,1.0
opgD,1491112.0,1492768.0,1.0
ydcH,1492907.0,1493132.0,1.0
rimL,1493194.0,1493734.0,1.0
ydcK,1493725.0,1494706.0,-1.0
tehA,1494829.0,1495822.0,1.0
tehB,1495818.0,1496412.0,1.0
ydcL,1496713.0,1497382.0,1.0
insP,1497474.0,1497906.0,-1.0
insQ,1497973.0,1499122.0,1.0
ydcO,1499161.0,1500337.0,-1.0
ydcN,1500428.0,1500965.0,1.0
ydcP,1501037.0,1502999.0,1.0
yncJ,1503090.0,1503321.0,-1.0
hicA,1503542.0,1503719.0,1.0
hicB,1503764.0,1504181.0,1.0
ydcR,1504259.0,1505666.0,1.0
ydcS,1505910.0,1507056.0,1.0
ydcT,1507073.0,1508087.0,1.0
ydcU,1508087.0,1509029.0,1.0
ydcV,1509018.0,1509813.0,1.0
patD,1509834.0,1511259.0,1.0
yncL,1511355.0,1511451.0,-1.0
ydcX,1511645.0,1511819.0,1.0
ydcY,1511904.0,1512138.0,1.0
ydcZ,1512138.0,1512588.0,-1.0
mnaT,1512584.0,1513103.0,-1.0
curA,1513283.0,1514321.0,1.0
mcbR,1514518.0,1515184.0,1.0
yncD,1515219.0,1517322.0,-1.0
yncE,1517563.0,1518625.0,1.0
ansP,1518737.0,1520237.0,-1.0
yncG,1520503.0,1521121.0,1.0
yncH,1521196.0,1521409.0,1.0
rhsE,1522158.0,1524195.0,1.0
ydcD,1524178.0,1524661.0,1.0
yncI,1524842.0,1525896.0,1.0
ydcC,1526072.0,1527209.0,1.0
pptA,1527308.0,1527542.0,1.0
yddH,1527538.0,1528108.0,-1.0
nhoA,1528280.0,1529126.0,1.0
yddE,1529221.0,1530115.0,-1.0
narV,1530193.0,1530874.0,-1.0
narW,1530870.0,1531566.0,-1.0
narY,1531565.0,1533110.0,-1.0
narZ,1533106.0,1536847.0,-1.0
narU,1536928.0,1538317.0,-1.0
